[Header],B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX
,3932118879.721,299.942962646484,-298.745918273926,-0.00918321392163082,4.9264530075239E-5,1,0.999253354069792,40.0298881530762,1.99481618114329,4.72000008448958,-0.103862105672779,-0.0181411514496151,2.5,-9.33308827851651E-6,-0.00918294939088429,-1.543209753652E-5,299.942535400391,299.942535400391,-349.176635742188,-248.315200805664,49.8421057857937,17.0928741643861,48.2767791748047,0,0,0,40,299.93994140625,1,6,1,1.90170288085938,54.7409591674805,,,,,,,,,,,,,,,,
,3932118880.6705,299.943664550781,-393.157043457031,-0.0101391327839633,3.8720419992831E-5,1,0.999253354069792,40.0298881530762,1.99485836192374,4.72000008448958,-0.114680490316583,-0.0200033670923874,2.5,-7.95505814445938E-6,-0.0101388420624363,-1.46889294115312E-5,299.943389892578,299.943389892578,-437.137451171875,-349.176635742188,49.5005341228899,17.0918747533162,48.2767791748047,0,0,0,40,299.941802978516,1,6,1,1.8994140625,55.2297172546387,,,,,,,,,,,,,,,,
,3932118881.692,299.94416809082,-493.548889160156,-0.0109087970919388,3.18067729909086E-5,1,0.999253354069792,40.0298881530762,1.99485578852888,4.72000008448958,-0.123387489234265,-0.0215118537772382,2.5,-7.67967235217044E-6,-0.0109084847217403,-1.49246560374572E-5,299.943939208984,299.943939208984,-549.960327148438,-437.137451171875,49.8303813580053,17.0913780755724,48.2731742858887,0,0,0,40,299.940093994141,1,6,1,1.89926147460938,54.7409591674805,,,,,,,,,,,,,,,,
,3932118882.713,299.943817138672,-599.957061767578,-0.0115498813443536,2.71154743926652E-5,1,0.999253354069792,40.0298881530762,1.9948384805266,4.72000008448958,-0.130640156090809,-0.0227610896978392,2.5,-6.82494025985352E-6,-0.0115495516170038,-1.44956629286223E-5,299.944396972656,299.944396972656,-649.953796386719,-549.960327148438,49.7467471064476,17.0911243566811,48.2738494873047,0,0,0,40,299.940521240234,1,6,1,1.8994140625,54.7409591674805,,,,,,,,,,,,,,,,
,3932118883.718,299.943023681641,-700.021667480469,-0.0120976774805145,2.30888340618182E-5,1,0.999253354069792,40.0298881530762,1.99482228897623,4.72000008448958,-0.136832276870034,-0.0238571899039981,2.5,-8.62999141868255E-6,-0.0120973314352772,-1.66644298269121E-5,299.943237304687,299.943237304687,-750.089538574219,-649.953796386719,50.1539755649668,17.0916506392375,48.2747497558594,0,0,0,40,299.938812255859,1,6,1,1.90109252929687,54.7409591674805,,,,,,,,,,,,,,,,
,3932118884.7445,299.942459106445,-800.446716308594,-0.012571518277455,2.05006288639698E-5,1,0.999253354069792,40.0298881530762,1.9948615105937,4.72000008448958,-0.142199280933399,-0.0247640182885056,2.5,-6.48600952436138E-6,-0.0125711605543653,-1.4835142169324E-5,299.942810058594,299.942810058594,-850.803894042969,-750.089538574219,49.687343338986,17.0929144133093,48.2740745544434,0,0,0,40,299.940368652344,1,6,1,1.90170288085938,54.2522010803223,,,,,,,,,,,,,,,,
,3932118885.755,299.942749023438,-901.196655273437,-0.0129866134621887,1.83936958168298E-5,1,0.999253354069792,40.0298881530762,1.99484229082648,4.72000008448958,-0.146890800401846,-0.0255950033970876,2.5,-7.89782997584056E-6,-0.0129862430239383,-1.65225043053145E-5,299.942108154297,299.942108154297,-951.589416503906,-850.803894042969,49.5341441492168,17.0914453370608,48.274974822998,0,0,0,40,299.942810058594,1,6,1,1.89987182617187,54.7409591674805,,,,,,,,,,,,,,,,
,3932118886.725,299.943389892578,-995.980133056641,-0.0133625499924273,1.61802117986381E-5,1,0.999253354069792,40.0298881530762,1.9948584433324,4.72000008448958,-0.151146904991403,-0.0263203864160931,2.5,-6.73462124362366E-6,-0.0133621694982536,-1.56088878899312E-5,299.943389892578,299.943389892578,-1040.37084960938,-951.589416503906,50.0437659437553,17.091497914108,48.271598815918,0,0,0,40,299.93994140625,1,6,1,1.91116333007813,55.2297172546387,,,,,,,,,,,,,,,,
,3932118887.6945,299.943389892578,-1091.16436767578,-0.0136973828601279,1.42935331251687E-5,1,0.999253354069792,40.0298881530762,1.99486797626692,4.72000008448958,-0.154934998335508,-0.0269799885360116,2.5,-6.8993476318064E-6,-0.0136969928430509,-1.59958862246703E-5,299.943389892578,299.943389892578,-1141.95788574219,-1040.37084960938,49.6498251700629,17.0906525369679,48.2623634338379,0,0,0,40,299.943389892578,1,6,1,1.910400390625,54.2522010803223,,,,,,,,,,,,,,,,
,3932118888.6795,299.943313598633,-1192.08508300781,-0.014002384982379,1.38009023236457E-5,1,0.999253354069792,40.0298881530762,1.99485329220604,4.72000008448958,-0.158383507361794,-0.0275824899783457,2.5,-7.22355929879756E-6,-0.0140019862100821,-1.65225447076858E-5,299.943389892578,299.943389892578,-1242.21228027344,-1141.95788574219,49.934337951063,17.0911565384892,48.2697982788086,0,0,0,40,299.941101074219,1,6,1,1.90261840820313,54.2522010803223,,,,,,,,,,,,,,,,
,3932118889.6995,299.942672729492,-1292.51489257812,-0.0142758249851667,1.22861665512464E-5,1,0.999253354069792,40.0298881530762,1.99485250048755,4.72000008448958,-0.161477094773703,-0.028116986588025,2.5,-6.99988764761461E-6,-0.0142754189609435,-1.64803903281336E-5,299.943237304687,299.943237304687,-1342.81750488281,-1242.21228027344,50.0351680300438,17.092958170112,48.2637176513672,0,0,0,40,299.941802978516,1,6,1,1.91207885742187,54.7409591674805,,,,,,,,,,,,,,,,
,3932118890.749,299.942749023438,-1399.25024414062,-0.0145289865464093,1.14244509549636E-5,1,0.999253354069792,40.0298881530762,1.99488166372526,4.72000008448958,-0.164342520745289,-0.0286186237502751,2.5,-7.35569981514983E-6,-0.0145285731446034,-1.70041966765762E-5,299.942108154297,299.942108154297,-1455.68298339844,-1342.81750488281,49.7467471064476,17.0923155281516,48.2580871582031,0,0,0,40,299.940368652344,1,6,1,1.91070556640625,54.2522010803223,,,,,,,,,,,,,,,,
,3932118891.756,299.943237304687,-1499.71325683594,-0.0147618063893626,9.98082758811068E-6,1,0.999253354069792,40.0298881530762,1.99483797973627,4.72000008448958,-0.16697645156196,-0.0290538825289605,2.5,-5.46461352922467E-6,-0.0147613874845224,-1.52676439863678E-5,299.943389892578,299.943389892578,-1543.74353027344,-1455.68298339844,49.6896882245437,17.0926386504775,48.2659683227539,0,0,0,40,299.941955566406,1,6,1,1.90048217773438,54.7409591674805,,,,,,,,,,,,,,,,
,3932118892.748,299.943237304687,-1594.54418945313,-0.0149773198851686,9.63708247528785E-6,1,0.999253354069792,40.0298881530762,1.99482456152748,4.72000008448958,-0.169411663048358,-0.0294861965277158,2.5,-6.28139170083955E-6,-0.0149768943853522,-1.62274070863463E-5,299.943084716797,299.943084716797,-1645.34484863281,-1543.74353027344,49.7803571327745,17.0941577983097,48.2625885009766,0,0,0,40,299.939392089844,1,6,1,1.91238403320313,54.2522010803223,,,,,,,,,,,,,,,,
,3932118893.7195,299.943389892578,-1695.73291015625,-0.0151753540363192,8.65837998820356E-6,1,0.999253354069792,40.0298881530762,1.99490083446093,4.72000008448958,-0.171655403524948,-0.0298920565315371,2.5,-7.68045858976273E-6,-0.0151749219759933,-1.77578163473992E-5,299.943389892578,299.943389892578,-1746.12097167969,-1645.34484863281,49.7467471064476,17.0906113271921,48.2637176513672,0,0,0,40,299.941101074219,1,6,1,1.90048217773438,54.7409591674805,,,,,,,,,,,,,,,,
,3932118894.6725,299.943450927734,-1784.10406494141,-0.0153622090227814,8.20128098916522E-6,1,0.999253354069792,40.0298881530762,1.9948674599584,4.72000008448958,-0.17376800355339,-0.030249283504444,2.5,-6.86036993976246E-6,-0.0153617722308462,-1.70617237444949E-5,299.943389892578,299.943389892578,-1822.08715820313,-1746.12097167969,49.7248615079091,17.0932021685466,48.2616882324219,0,0,0,40,299.942962646484,1,6,1,1.9134521484375,54.7409591674805,,,,,,,,,,,,,,,,
,3932118895.684,299.942596435547,-1884.89660644531,-0.0155336290961921,8.07867103664755E-6,1,0.999253354069792,40.0298881530762,1.9948538020393,4.72000008448958,-0.175708206925825,-0.0305730464972182,2.5,-5.73702347983555E-6,-0.0155331886496743,-1.60521501725365E-5,299.943511962891,299.943511962891,-1947.7060546875,-1822.08715820313,49.6021458303899,17.0922409963527,48.2652931213379,0,0,0,40,299.938385009766,1,6,1,1.89956665039062,54.2522010803223,,,,,,,,,,,,,,,,
,3932118896.7245,299.94189453125,-1997.72174072266,-0.0156941639241959,7.31909235093543E-6,1,0.999253354069792,40.0298881530762,1.99485890023171,4.72000008448958,-0.177524548443111,-0.0308889959733894,2.5,-5.78853133762944E-6,-0.0156937192853339,-1.62101438789141E-5,299.941680908203,299.941680908203,-2047.73742675781,-1947.7060546875,49.5583746333129,17.0913308939339,48.2594375610352,0,0,0,40,299.941101074219,1,6,1,1.89849853515625,54.7409591674805,,,,,,,,,,,,,,,,
,3932118897.725,299.942459106445,-2098.12542724609,-0.015846341481036,6.91404152451403E-6,1,0.999253354069792,40.0298881530762,1.99486022037817,4.72000008448958,-0.179246858955384,-0.0311836747242046,2.5,-5.41572606679711E-6,-0.0158458925507146,-1.59382459585964E-5,299.942108154297,299.942108154297,-2148.51342773438,-2047.73742675781,49.809277387986,17.0918153552263,48.2670936584473,0,0,0,40,299.941101074219,1,6,1,1.91055297851562,54.7409591674805,,,,,,,,,,,,,,,,
,3932118898.678,299.942733764648,-2186.150390625,-0.0159867081196286,6.42999183164792E-6,1,0.999253354069792,40.0298881530762,1.99487106743889,4.72000008448958,-0.180832572612465,-0.0314773282127693,2.5,-6.99000482659205E-6,-0.0159862540740221,-1.76055593197918E-5,299.942810058594,299.942810058594,-2223.78735351562,-2148.51342773438,49.6451353989476,17.0910228480127,48.2675437927246,0,0,0,40,299.942108154297,1,6,1,1.9000244140625,54.7409591674805,,,,,,,,,,,,,,,,
,3932118899.671,299.943023681641,-2273.79357910156,-0.0161210845174212,5.87083161871571E-6,1,0.999253354069792,40.0298881530762,1.99484350544045,4.72000008448958,-0.182353758863574,-0.0317206155947981,2.5,-5.20370394706843E-6,-0.0161206277467393,-1.59084064355299E-5,299.942657470703,299.942657470703,-2323.7998046875,-2223.78735351562,49.5786969748129,17.0919898397688,48.2623634338379,0,0,0,40,299.941101074219,1,6,1,1.8994140625,54.7409591674805,,,,,,,,,,,,,,,,
,3932118900.734,299.943099975586,-2387.77136230469,-0.016246510385673,5.79813483085573E-6,1,0.999253354069792,40.0298881530762,1.99488512978424,4.72000008448958,-0.183771511758089,-0.0319950901553521,2.5,-7.6345206702001E-6,-0.0162460484500485,-1.84222783403854E-5,299.943389892578,299.943389892578,-2451.74291992187,-2323.7998046875,49.9218318947553,17.0904491199127,48.2578620910645,0,0,0,40,299.942535400391,1,6,1,1.90109252929687,54.7409591674805,,,,,,,,,,,,,,,,
,3932118901.7485,299.943313598633,-2502.13330078125,-0.016363280701959,5.50980664170777E-6,1,0.999253354069792,40.0298881530762,1.99485520164355,4.72000008448958,-0.185090894842484,-0.0322175786051239,2.5,-7.07008404994522E-6,-0.0163628157639763,-1.79352232032016E-5,299.942810058594,299.942810058594,-2552.52368164062,-2451.74291992187,50.0484557148707,17.092674609157,48.2628173828125,0,0,0,40,299.940795898438,1,6,1,1.915283203125,54.7409591674805,,,,,,,,,,,,,,,,
,3932118902.711,299.942886352539,-2589.79296875,-0.0164774896383152,5.73725640882607E-6,1,0.999253354069792,40.0298881530762,1.99491967309291,4.72000008448958,-0.186389630688371,-0.0324372582655973,2.5,-6.57185705286165E-6,-0.0164770220482691,-1.751273792016E-5,299.943817138672,299.943817138672,-2627.06225585938,-2552.52368164062,49.5083504080822,17.0926389378221,48.2632675170898,0,0,0,40,299.938385009766,1,6,1,1.91162109375,54.2522010803223,,,,,,,,,,,,,,,,
,3932118903.677,299.942306518555,-2676.98547363281,-0.0165802786198435,5.78038714316895E-6,1,0.999253354069792,40.0298881530762,1.99487444270851,4.72000008448958,-0.187549506177356,-0.032631749855748,2.5,-5.98135534498659E-6,-0.0165798088414038,-1.69904027668414E-5,299.941955566406,299.941955566406,-2726.90869140625,-2627.06225585938,49.8913483825053,17.0921769142622,48.2641677856445,0,0,0,40,299.942108154297,1,6,1,1.903076171875,54.7409591674805,,,,,,,,,,,,,,,,
,3932118904.677,299.94287109375,-2777.46276855469,-0.0166820307036025,4.52719082301893E-6,1,0.999253354069792,40.0298881530762,1.99488176519388,4.72000008448958,-0.188700370127449,-0.0328366101039838,2.5,-6.41478086747809E-6,-0.0166815575006601,-1.74912050131929E-5,299.942657470703,299.942657470703,-2828.01684570313,-2726.90869140625,49.6381007422745,17.0915444890311,48.2565116882324,0,0,0,40,299.9423828125,1,6,1,1.91116333007813,54.7409591674805,,,,,,,,,,,,,,,,
,3932118905.7135,299.943084716797,-2877.60791015625,-0.0167752021014144,5.52226109939518E-6,1,0.999253354069792,40.0298881530762,1.99489147310394,4.72000008448958,-0.189755858123815,-0.0330162279978432,2.5,-6.10304924690165E-6,-0.0167747263890182,-1.72411866452722E-5,299.943084716797,299.943084716797,-2927.19897460937,-2828.01684570313,49.667020997486,17.0907387694088,48.2637176513672,0,0,0,40,299.939086914063,1,6,1,1.9024658203125,54.7409591674805,,,,,,,,,,,,,,,,
,3932118906.6935,299.942810058594,-2978.01147460937,-0.0168674209406969,4.87151266850045E-6,1,0.999253354069792,40.0298881530762,1.99491508142487,4.72000008448958,-0.190799768210076,-0.0332062661717194,2.5,-6.85792873236268E-6,-0.0168669422914631,-1.80571355900288E-5,299.943084716797,299.943084716797,-3028.82397460937,-2927.19897460937,50.0906636549092,17.0940155862942,48.2616882324219,0,0,0,40,299.938934326172,1,6,1,1.90277099609375,54.7409591674805,,,,,,,,,,,,,,,,
,3932118907.701,299.943176269531,-3079.60571289063,-0.0169519410288874,3.55123317794024E-6,1,0.999253354069792,40.0298881530762,1.99484158485182,4.72000008448958,-0.191752920965978,-0.0333490798650955,2.5,-4.91284383659026E-6,-0.0169514611174503,-1.61680511497524E-5,299.942535400391,299.942535400391,-3130.38745117188,-3028.82397460937,49.9992131181591,17.0921715799486,48.2616882324219,0,0,0,40,299.938507080078,1,6,1,1.9146728515625,54.7409591674805,,,,,,,,,,,,,,,,
,3932118908.725,299.94352722168,-3180.36767578125,-0.0170335082030249,4.89335084324458E-6,1,0.999253354069792,40.0298881530762,1.99485053382742,4.72000008448958,-0.192669571353454,-0.0335490396407047,2.5,-8.41525596739667E-6,-0.0170330235018077,-1.9724349207606E-5,299.943817138672,299.943817138672,-3230.34790039063,-3130.38745117188,49.5466502055245,17.0908173151096,48.2637176513672,0,0,0,40,299.941528320313,1,6,1,1.90048217773438,54.7409591674805,,,,,,,,,,,,,,,,
,3932118909.7115,299.943161010742,-3280.79992675781,-0.0171113362521615,4.14638945556597E-6,1,0.999253354069792,40.0298881530762,1.99485704312544,4.72000008448958,-0.193554222629351,-0.033681057889157,2.5,-6.56408104522279E-6,-0.0171108507992049,-1.79247587092309E-5,299.943237304687,299.943237304687,-3331.251953125,-3230.34790039063,49.778793875736,17.0925204337705,48.2607879638672,0,0,0,40,299.940521240234,1,6,1,1.9024658203125,54.7409591674805,,,,,,,,,,,,,,,,
,3932118910.6955,299.942810058594,-3381.26770019531,-0.0171852302099957,3.80603070851271E-6,1,0.999253354069792,40.0298881530762,1.99488504830399,4.72000008448958,-0.194391920025693,-0.0338314629944437,2.5,-6.99023316582523E-6,-0.017184742597715,-1.83998162389591E-5,299.943084716797,299.943084716797,-3431.28344726562,-3331.251953125,49.473958753236,17.0908026693332,48.267993927002,0,0,0,40,299.940948486328,1,6,1,1.90261840820313,54.7409591674805,,,,,,,,,,,,,,,,
,3932118911.696,299.942321777344,-3482.08166503906,-0.017258588735091,2.89630488215543E-6,1,0.999253354069792,40.0298881530762,1.99485334964331,4.72000008448958,-0.195220591906681,-0.033964673179998,2.5,-6.07549753151814E-6,-0.0172580999440205,-1.75336717551316E-5,299.942535400391,299.942535400391,-3532.8798828125,-3431.28344726562,50.2938870699092,17.0904861804012,48.2668685913086,0,0,0,40,299.940795898438,1,6,1,1.90353393554687,54.7409591674805,,,,,,,,,,,,,,,,
,3932118912.698,299.942596435547,-3582.88842773438,-0.0173249164699063,4.79923880178598E-6,1,0.999253354069792,40.0298881530762,1.9949111801422,4.72000008448958,-0.195975757948052,-0.0340994324297609,2.5,-6.3885922993165E-6,-0.0173244254754418,-1.78906181266238E-5,299.942108154297,299.942108154297,-3632.89697265625,-3532.8798828125,49.4348773272745,17.0926727516413,48.2670936584473,0,0,0,40,299.941528320313,1,6,1,1.90078735351562,54.7409591674805,,,,,,,,,,,,,,,,
,3932118913.663,299.942520141602,-3683.29211425781,-0.0173904127236572,3.09670268390864E-6,1,0.999253354069792,40.0298881530762,1.99487552699962,4.72000008448958,-0.196712438237135,-0.0342324496778087,2.5,-6.82788427843928E-6,-0.017389919653346,-1.83732207423074E-5,299.943084716797,299.943084716797,-3733.68725585937,-3632.89697265625,50.0976983115822,17.091241373859,48.2652931213379,0,0,0,40,299.941802978516,1,6,1,1.9146728515625,54.7409591674805,,,,,,,,,,,,,,,,
,3932118914.644,299.942245483398,-3783.70043945313,-0.0174536953954915,4.44388995689268E-6,1,0.999253354069792,40.0298881530762,1.99494313811978,4.72000008448958,-0.197433824793632,-0.0343632239723827,2.5,-7.30220312146153E-6,-0.0174532003959533,-1.88893867436646E-5,299.941955566406,299.941955566406,-3833.71362304687,-3733.68725585937,49.809277387986,17.0897631645612,48.2657432556152,0,0,0,40,299.941101074219,1,6,1,1.91253662109375,54.7409591674805,,,,,,,,,,,,,,,,
,3932118915.6655,299.941741943359,-3884.08752441406,-0.0175121343929571,3.99624510884319E-6,1,0.999253354069792,40.0298881530762,1.99488024637404,4.72000008448958,-0.19809414295818,-0.0344468588437075,2.5,-4.64166057921004E-6,-0.0175116398067171,-1.62675724103954E-5,299.942535400391,299.942535400391,-3934.46142578125,-3833.71362304687,49.7240798793899,17.0933596849366,48.2657432556152,0,0,0,40,299.942535400391,1,6,1,1.90170288085938,54.7409591674805,,,,,,,,,,,,,,,,
,3932118916.6665,299.942016601562,-3979.28845214844,-0.017571038165677,2.68147891088876E-6,1,0.999253354069792,40.0298881530762,1.99489279372992,4.72000008448958,-0.198756518240828,-0.0345925143919228,2.5,-7.27237356514533E-6,-0.0175705400447997,-1.89371442286817E-5,299.940948486328,299.940948486328,-4024.11547851562,-3934.46142578125,50.096916683063,17.0911300847293,48.2621383666992,0,0,0,40,299.941375732422,1,6,1,1.90109252929687,54.2522010803223,,,,,,,,,,,,,,,,
,3932118917.625,299.942810058594,-4074.90441894531,-0.0176242350591102,2.72105139766383E-6,1,0.999253354069792,40.0298881530762,1.99489938855086,4.72000008448958,-0.199361605882599,-0.0346817106198772,2.5,-5.91174479219838E-6,-0.0176237359297761,-1.76116708403962E-5,299.943084716797,299.943084716797,-4125.693359375,-4024.11547851562,50.0609617711784,17.0905811114419,48.2657432556152,0,0,0,40,299.942108154297,1,6,1,1.90277099609375,54.7409591674805,,,,,,,,,,,,,,,,
,3932118918.683,299.942108154297,-4182.88500976562,-0.0176796187302592,2.56680505485443E-6,1,0.999253354069792,40.0298881530762,1.99487675739406,4.72000008448958,-0.19998725322452,-0.0347826062304753,2.5,-5.2487845112317E-6,-0.017679118885729,-1.69853451236898E-5,299.942535400391,299.942535400391,-4240.07666015625,-4125.693359375,49.8053692453899,17.0885601045776,48.2666435241699,0,0,0,40,299.941802978516,1,6,1,1.903076171875,54.7409591674805,,,,,,,,,,,,,,,,
,3932118919.707,299.9423828125,-4284.06884765625,-0.017731575241925,3.51588878964172E-6,1,0.999253354069792,40.0298881530762,1.99487759489457,4.72000008448958,-0.200570502780971,-0.0349110370590567,2.5,-7.58032661668497E-6,-0.0177310722558903,-1.93511264608758E-5,299.941680908203,299.941680908203,-4328.06103515625,-4240.07666015625,49.9898335759284,17.0926577304163,48.2657432556152,0,0,0,40,299.943939208984,1,6,1,1.90399169921875,54.7409591674805,,,,,,,,,,,,,,,,
,3932118920.6905,299.943084716797,-4384.90869140625,-0.0177797922048254,3.36016131112734E-6,1,0.999253354069792,40.0298881530762,1.99485087051413,4.72000008448958,-0.201112968598557,-0.0350074846550364,2.5,-7.77505346126791E-6,-0.0177792873649267,-1.95776485843131E-5,299.943084716797,299.943084716797,-4441.75634765625,-4328.06103515625,49.4466017550629,17.0929224163478,48.267993927002,0,0,0,40,299.943084716797,1,6,1,1.90170288085938,54.7409591674805,,,,,,,,,,,,,,,,
,3932118921.672,299.943237304687,-4485.74633789063,-0.0178268612568358,3.61348130614988E-6,1,0.999253354069792,40.0298881530762,1.9948902069169,4.72000008448958,-0.201651322147306,-0.0350886585530511,2.5,-6.72010830727051E-6,-0.0178263557261514,-1.85537959169598E-5,299.943084716797,299.943084716797,-4529.736328125,-4441.75634765625,49.9351195795822,17.0926591785806,48.272274017334,0,0,0,40,299.939514160156,1,6,1,1.91436767578125,54.7409591674805,,,,,,,,,,,,,,,,
,3932118922.701,299.943450927734,-4586.52709960937,-0.0178734363632718,2.68481929661681E-6,1,0.999253354069792,40.0298881530762,1.99484925792149,4.72000008448958,-0.202175123390225,-0.0351741274226003,2.5,-6.2508064784513E-6,-0.0178729297328358,-1.81152376809885E-5,299.943389892578,299.943389892578,-4643.31787109375,-4529.736328125,49.6044907159476,17.0929115839852,48.2720489501953,0,0,0,40,299.943389892578,1,6,1,1.90185546875,54.2522010803223,,,,,,,,,,,,,,,,
,3932118923.7395,299.943023681641,-4688.1142578125,-0.0179167347823452,1.88801636290476E-6,1,0.999253354069792,40.0298881530762,1.99483825198288,4.72000008448958,-0.202663508638882,-0.0352609385057042,2.5,-6.42421533435128E-6,-0.0179162270727995,-1.8317224287894E-5,299.943511962891,299.943511962891,-4732.91064453125,-4643.31787109375,50.0679964278515,17.0912195102148,48.2655181884766,0,0,0,40,299.940368652344,1,6,1,1.9134521484375,54.7409591674805,,,,,,,,,,,,,,,,
,3932118924.72,299.942535400391,-4782.98583984375,-0.0179599162795419,3.7185003839297E-6,1,0.999253354069792,40.0298881530762,1.99487320420993,4.72000008448958,-0.203153968344318,-0.0353546639329207,2.5,-7.15989795556274E-6,-0.0179594071550843,-1.90814046073055E-5,299.942535400391,299.942535400391,-4833.06103515625,-4732.91064453125,49.6154335152168,17.0926087471477,48.267993927002,0,0,0,40,299.941802978516,1,6,1,1.91131591796875,54.7409591674805,,,,,,,,,,,,,,,,
,3932118925.734,299.942321777344,-4883.4345703125,-0.0180033941874195,2.25650339865189E-6,1,0.999253354069792,40.0298881530762,1.99487005417047,4.72000008448958,-0.203646068985722,-0.0354366991443708,2.5,-6.86810772342393E-6,-0.018002884171027,-1.88183131749917E-5,299.942535400391,299.942535400391,-4933.80810546875,-4833.06103515625,50.0031212607553,17.0918019415544,48.2607879638672,0,0,0,40,299.942108154297,1,6,1,1.91268920898438,54.7409591674805,,,,,,,,,,,,,,,,
,3932118926.718,299.942749023438,-4984.66088867188,-0.0180420257815349,3.47398337007831E-6,1,0.999253354069792,40.0298881530762,1.99483942358599,4.72000008448958,-0.204081111774797,-0.0355059950256725,2.5,-6.33332182378091E-6,-0.0180415148134043,-1.83089823727828E-5,299.942108154297,299.942108154297,-5035.513671875,-4933.80810546875,49.974982634063,17.0930181442127,48.2616882324219,0,0,0,40,299.941955566406,1,6,1,1.91146850585938,54.7409591674805,,,,,,,,,,,,,,,,
,3932118927.699,299.942962646484,-5085.45581054687,-0.0180783531392718,3.33130634239976E-6,1,0.999253354069792,40.0298881530762,1.99485896977158,4.72000008448958,-0.204492551153264,-0.0355859021343292,2.5,-7.06061513355185E-6,-0.0180778405650251,-1.9060175291636E-5,299.943389892578,299.943389892578,-5135.39794921875,-5035.513671875,49.7318961645822,17.0927702854829,48.2578620910645,0,0,0,40,299.941802978516,1,6,1,1.91192626953125,54.7409591674805,,,,,,,,,,,,,,,,
,3932118928.664,299.942245483398,-5179.7958984375,-0.0181159354995552,3.07061662113765E-6,1,0.999253354069792,40.0298881530762,1.99483343809396,4.72000008448958,-0.204915537715569,-0.035657162768859,2.5,-6.87397777802616E-6,-0.0181154224111827,-1.88983512966788E-5,299.942535400391,299.942535400391,-5224.19384765625,-5135.39794921875,49.5435236914476,17.0929133941273,48.2594375610352,0,0,0,40,299.941955566406,1,6,1,1.90155029296875,54.7409591674805,,,,,,,,,,,,,,,,
,3932118929.6315,299.942245483398,-5274.19287109375,-0.0181534018464723,2.42801142827828E-6,1,0.999253354069792,40.0298881530762,1.99486391109471,4.72000008448958,-0.205341982530185,-0.0357335641641049,2.5,-7.07681145832085E-6,-0.0181528875874596,-1.91258745358651E-5,299.941955566406,299.941955566406,-5324.19189453125,-5224.19384765625,49.8413241572745,17.091682462398,48.2634925842285,0,0,0,40,299.942810058594,1,6,1,1.9110107421875,54.7409591674805,,,,,,,,,,,,,,,,
,3932118930.678,299.942321777344,-5380.65551757812,-0.0181857453828272,5.73953513495005E-6,1,0.999253354069792,40.0298881530762,1.99486927084494,4.72000008448958,-0.205708599219224,-0.0357959900751196,2.5,-6.9718380971965E-6,-0.0181852302604591,-1.90421718483003E-5,299.942535400391,299.942535400391,-5437.119140625,-5324.19189453125,49.9171421236399,17.0910064751158,48.2623634338379,0,0,0,40,299.940948486328,1,6,1,1.903076171875,54.7409591674805,,,,,,,,,,,,,,,,
,3932118931.716,299.941604614258,-5481.498046875,-0.0182221945231734,2.61213502343618E-6,1,0.999253354069792,40.0298881530762,1.994854914748,4.72000008448958,-0.206120391828231,-0.0358621854103657,2.5,-6.51728537565589E-6,-0.0182216791008747,-1.86116719404657E-5,299.942108154297,299.942108154297,-5525.876953125,-5437.119140625,49.8577383561783,17.0937893955126,48.2664184570313,0,0,0,40,299.941802978516,1,6,1,1.903076171875,54.7409591674805,,,,,,,,,,,,,,,,
,3932118932.695,299.941604614258,-5576.26489257812,-0.0182551652179022,1.60958035582076E-6,1,0.999253354069792,40.0298881530762,1.99484863781073,4.72000008448958,-0.206490517089043,-0.0359396212157427,2.5,-7.64810685322692E-6,-0.018254648136311,-1.97641683681315E-5,299.941101074219,299.941101074219,-5626.65283203125,-5525.876953125,49.7873917894476,17.0940884239654,48.2754249572754,0,0,0,40,299.943389892578,1,6,1,1.91146850585938,54.2522010803223,,,,,,,,,,,,,,,,
,3932118933.708,299.942108154297,-5676.66137695313,-0.0182873173303706,1.81248885452801E-6,1,0.999253354069792,40.0298881530762,1.99485169774418,4.72000008448958,-0.206861261384933,-0.0359640477340107,2.5,-4.22079437081162E-6,-0.0182868013537178,-1.63580791614214E-5,299.942108154297,299.942108154297,-5726.669921875,-5626.65283203125,49.6709291400822,17.0938733332991,48.273624420166,0,0,0,40,299.944671630859,1,6,1,1.91131591796875,54.7409591674805,,,,,,,,,,,,,,,,
,3932118934.7115,299.942321777344,-5776.68090820312,-0.0183176256334126,1.64719587246731E-6,1,0.999253354069792,40.0298881530762,1.99486902045446,4.72000008448958,-0.207197278439477,-0.0360732200783648,2.5,-8.58314097548462E-6,-0.0183171058068951,-2.07402201222163E-5,299.942108154297,299.942108154297,-5826.69189453125,-5726.669921875,49.6310660856014,17.0917286828815,48.2713737487793,0,0,0,40,299.943511962891,1,6,1,1.9024658203125,54.7409591674805,,,,,,,,,,,,,,,,
